Pickup Branch,Commune EN,Commune Khmer,Phone,Branch Code,Branch EN,Branch Khmer,Type,Status,Search Text
PREA019,Kampong Trabaek,Kampong Trabaek,0978993411,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA019 | Kampong Trabaek | Kampong Trabaek | 0978993411 | PRE | Prey Veng | Prey Veng
PREA020,Angkor Reach,Angkor Reach,0978931026,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA020 | Angkor Reach | Angkor Reach | 0978931026 | PRE | Prey Veng | Prey Veng
PREA021,Banteay Chakrei 02,Banteay Chakrei 02,0714884338,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA021 | Banteay Chakrei 02 | Banteay Chakrei 02 | 0714884338 | PRE | Prey Veng | Prey Veng
PREA022,Chres 02,Chres 02,0979060115,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA022 | Chres 02 | Chres 02 | 0979060115 | PRE | Prey Veng | Prey Veng
PREA023,Peam Ro,Peam Ro,0314440002,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA023 | Peam Ro | Peam Ro | 0314440002 | PRE | Prey Veng | Prey Veng
PREA024,Chheu Kach,Chheu Kach,0315555262,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA024 | Chheu Kach | Chheu Kach | 0315555262 | PRE | Prey Veng | Prey Veng
PREA025,Peam Muntear,Peam Muntear,0712220180,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA025 | Peam Muntear | Peam Muntear | 0712220180 | PRE | Prey Veng | Prey Veng
PREA026,Prey Tueng,Prey Tueng,0314874949,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA026 | Prey Tueng | Prey Tueng | 0314874949 | PRE | Prey Veng | Prey Veng
PREA027,CHHEANG SEANGKHIN,CHHEANG SEANGKHIN,090772299,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA027 | CHHEANG SEANGKHIN | CHHEANG SEANGKHIN | 090772299 | PRE | Prey Veng | Prey Veng
PREA028,Sao Raksmey,Sao Raksmey,0972706439,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA028 | Sao Raksmey | Sao Raksmey | 0972706439 | PRE | Prey Veng | Prey Veng
PREA029,LAK TOLY,LAK TOLY,0884653111,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA029 | LAK TOLY | LAK TOLY | 0884653111 | PRE | Prey Veng | Prey Veng
PREP001,Prey Veng,Prey Veng,0712930022,PRE,Prey Veng,Prey Veng,Post office,In effect,PREP001 | Prey Veng | Prey Veng | 0712930022 | PRE | Prey Veng | Prey Veng
PRES001,Kampong Leav,Kampong Leav,,PRE,Prey Veng,Prey Veng,Post office,In effect,PRES001 | Kampong Leav | Kampong Leav | PRE | Prey Veng | Prey Veng
PRES002,Preaek Khsay Kha,Preaek Khsay Kha,,PRE,Prey Veng,Prey Veng,Post office,In effect,PRES002 | Preaek Khsay Kha | Preaek Khsay Kha | PRE | Prey Veng | Prey Veng
PRES003,Chheu Kach,Chheu Kach,,PRE,Prey Veng,Prey Veng,Post office,In effect,PRES003 | Chheu Kach | Chheu Kach | PRE | Prey Veng | Prey Veng
PRES004,Roka,Roka,,PRE,Prey Veng,Prey Veng,Post office,In effect,PRES004 | Roka | Roka | PRE | Prey Veng | Prey Veng
PRES005,Pearang,Pearang,0973856137,PRE,Prey Veng,Prey Veng,Post office,In effect,PRES005 | Pearang | Pearang | 0973856137 | PRE | Prey Veng | Prey Veng
PRHA001,Pal Hal,Pal Hal,0972269860,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA001 | Pal Hal | Pal Hal | 0972269860 | PRH | Preah Vihear | Preah Vihear
PRHA002,Toek Kraham,Toek Kraham,0974833461,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA002 | Toek Kraham | Toek Kraham | 0974833461 | PRH | Preah Vihear | Preah Vihear
PRHA003,Rumdaoh Srae,Rumdaoh Srae,066286770,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA003 | Rumdaoh Srae | Rumdaoh Srae | 066286770 | PRH | Preah Vihear | Preah Vihear
PRHA004,Kantuot,Kantuot,0889903333,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA004 | Kantuot | Kantuot | 0889903333 | PRH | Preah Vihear | Preah Vihear
PRHA005,Kuleaen Tboung,Kuleaen Tboung,0313309030,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA005 | Kuleaen Tboung | Kuleaen Tboung | 0313309030 | PRH | Preah Vihear | Preah Vihear
PRHA006,Choam Khsan,Choam Khsan,0316692222,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA006 | Choam Khsan | Choam Khsan | 0316692222 | PRH | Preah Vihear | Preah Vihear
PRHA007,Kampong Sralau Pir,Kampong Sralau Pir,0977477105,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA007 | Kampong Sralau Pir | Kampong Sralau Pir | 0977477105 | PRH | Preah Vihear | Preah Vihear
PRHA008,Chamraeun,Chamraeun,0979999660,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA008 | Chamraeun | Chamraeun | 0979999660 | PRH | Preah Vihear | Preah Vihear
PRHA009,S'ang,S'ang,0887799550,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA009 | S'ang | S'ang | 0887799550 | PRH | Preah Vihear | Preah Vihear
PRHA010,Preah Khleang,Preah Khleang,0883220036,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA010 | Preah Khleang | Preah Khleang | 0883220036 | PRH | Preah Vihear | Preah Vihear
PRHA011,Robieb,Robieb,0972123227,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA011 | Robieb | Robieb | 0972123227 | PRH | Preah Vihear | Preah Vihear
PRHA012,Chhaeb Muoy,Chhaeb Muoy,0977268488,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA012 | Chhaeb Muoy | Chhaeb Muoy | 0977268488 | PRH | Preah Vihear | Preah Vihear
PRHA013,Rummeakney,Rummeakney,0312353506,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA013 | Rummeakney | Rummeakney | 0312353506 | PRH | Preah Vihear | Preah Vihear
PRHA015,Phnum Tbaeng Pir,Phnum Tbaeng Pir,0975434842,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA015 | Phnum Tbaeng Pir | Phnum Tbaeng Pir | 0975434842 | PRH | Preah Vihear | Preah Vihear
PRHA016,Srayang,Srayang,0882224111,PRH,Preah Vihear,Preah Vihear,Authorized Dealer/ Authorized Agent,In effect,PRHA016 | Srayang | Srayang | 0882224111 | PRH | Preah Vihear | Preah Vihear
PRHP001,Preah Vihear,Preah Vihear,0974477281,PRH,Preah Vihear,Preah Vihear,Post office,In effect,PRHP001 | Preah Vihear | Preah Vihear | 0974477281 | PRH | Preah Vihear | Preah Vihear
PRHS001,Kampong Pranak,Kampong Pranak,,PRH,Preah Vihear,Preah Vihear,Post office,In effect,PRHS001 | Kampong Pranak | Kampong Pranak | PRH | Preah Vihear | Preah Vihear
PURA001,Kandieng,Kandieng,0975599822,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA001 | Kandieng | Kandieng | 0975599822 | PUR | Pursat | Pursat
PURA002,Srae Sdok,Srae Sdok,060382388,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA002 | Srae Sdok | Srae Sdok | 060382388 | PUR | Pursat | Pursat
PURA003,Chheu Tom,Chheu Tom,0712510096,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA003 | Chheu Tom | Chheu Tom | 0712510096 | PUR | Pursat | Pursat
PURA004,Phteah Rung,Phteah Rung,0883656115,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA004 | Phteah Rung | Phteah Rung | 0883656115 | PUR | Pursat | Pursat
PURA005,Sna Ansa,Sna Ansa,0977934754,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA005 | Sna Ansa | Sna Ansa | 0977934754 | PUR | Pursat | Pursat
PURA006,Leach,Leach,0973333773,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA006 | Leach | Leach | 0973333773 | PUR | Pursat | Pursat
PURA007,Ta Lou 01,Ta Lou 01,0715421918,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA007 | Ta Lou 01 | Ta Lou 01 | 0715421918 | PUR | Pursat | Pursat
PURA008,Anlung Tnaot,Anlung Tnaot,0974178777,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA008 | Anlung Tnaot | Anlung Tnaot | 0974178777 | PUR | Pursat | Pursat
PURA009,Me Tuek,Me Tuek,067300991,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA009 | Me Tuek | Me Tuek | 067300991 | PUR | Pursat | Pursat
PURA010,Pramaoy 01,Pramaoy 01,0889002282,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA010 | Pramaoy 01 | Pramaoy 01 | 0889002282 | PUR | Pursat | Pursat
PURA011,Pramaoy 02,Pramaoy 02,0884370168,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA011 | Pramaoy 02 | Pramaoy 02 | 0884370168 | PUR | Pursat | Pursat
PURA012,Meng Sorphorn,Meng Sorphorn,0977395398,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA012 | Meng Sorphorn | Meng Sorphorn | 0977395398 | PUR | Pursat | Pursat
PURA013,Chorn Phang,Chorn Phang,0889469666,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA013 | Chorn Phang | Chorn Phang | 0889469666 | PUR | Pursat | Pursat
PURA014,Snam Preah,Snam Preah,0976632663,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA014 | Snam Preah | Snam Preah | 0976632663 | PUR | Pursat | Pursat
PURA015,Ou Sandan,Ou Sandan,0977990073,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA015 | Ou Sandan | Ou Sandan | 0977990073 | PUR | Pursat | Pursat
PURA016,Ta Lou 02,Ta Lou 02,0966719553,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA016 | Ta Lou 02 | Ta Lou 02 | 0966719553 | PUR | Pursat | Pursat
PURA017,Boeng Khnar,Boeng Khnar,0713222192,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA017 | Boeng Khnar | Boeng Khnar | 0713222192 | PUR | Pursat | Pursat
PURA018,Trapeang Chong,Trapeang Chong,0976877444,PUR,Pursat,Pursat,Authorized Dealer/ Authorized Agent,In effect,PURA018 | Trapeang Chong | Trapeang Chong | 0976877444 | PUR | Pursat | Pursat
PURP001,Pousat,Pousat,0977738488,PUR,Pursat,Pursat,Post office,In effect,PURP001 | Pousat | Pousat | 0977738488 | PUR | Pursat | Pursat
PURS001,Phteah Prey,Phteah Prey,,PUR,Pursat,Pursat,Post office,In effect,PURS001 | Phteah Prey | Phteah Prey | PUR | Pursat | Pursat
PURS002,Boeng Khnar,Boeng Khnar,,PUR,Pursat,Pursat,Post office,In effect,PURS002 | Boeng Khnar | Boeng Khnar | PUR | Pursat | Pursat
ROTA001,Trapeang Chres,Trapeang Chres,0974707171,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA001 | Trapeang Chres | Trapeang Chres | 0974707171 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA002,Labansiek,Labansiek,0975578077,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA002 | Labansiek | Labansiek | 0975578077 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA003,Ta Veaeng Leu,Ta Veaeng Leu,0717272436,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA003 | Ta Veaeng Leu | Ta Veaeng Leu | 0717272436 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA004,Veun Sai,Veun Sai,0974970505,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA004 | Veun Sai | Veun Sai | 0974970505 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA005,Lum Choar,Lum Choar,0979818199,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA005 | Lum Choar | Lum Choar | 0979818199 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA006,Chey Otdam 01,Chey Otdam 01,0977740002,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA006 | Chey Otdam 01 | Chey Otdam 01 | 0977740002 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA007,Malik,Malik,0974538161,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA007 | Malik | Malik | 0974538161 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA008,Kachanh 01,Kachanh 01,0978252640,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA008 | Kachanh 01 | Kachanh 01 | 0978252640 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA009,Kachanh 02,Kachanh 02,0888989883,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA009 | Kachanh 02 | Kachanh 02 | 0888989883 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA010,Teun,Teun,0885949079,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA010 | Teun | Teun | 0885949079 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA011,Chey Otdam 02,Chey Otdam 02,0975862533,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA011 | Chey Otdam 02 | Chey Otdam 02 | 0975862533 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA012,Ba Tang,Ba Tang,060929929,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA012 | Ba Tang | Ba Tang | 060929929 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA013,Ou Chum,Ou Chum,0313377735,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA013 | Ou Chum | Ou Chum | 0313377735 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA014,Trapeang Kraham 01,Trapeang Kraham 01,0974821222,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA014 | Trapeang Kraham 01 | Trapeang Kraham 01 | 0974821222 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA015,Veun Sai,Veun Sai,,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA015 | Veun Sai | Veun Sai | ROT | Ratanak Kiri | Ratanak Kiri
ROTA016,Trapeang Kraham 02,Trapeang Kraham 02,0979604499,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA016 | Trapeang Kraham 02 | Trapeang Kraham 02 | 0979604499 | ROT | Ratanak Kiri | Ratanak Kiri
ROTA017,Srae Angkrong,Srae Angkrong,0972997353,ROT,Ratanak Kiri,Ratanak Kiri,Authorized Dealer/ Authorized Agent,In effect,ROTA017 | Srae Angkrong | Srae Angkrong | 0972997353 | ROT | Ratanak Kiri | Ratanak Kiri
ROTS001,Labansiek,Labansiek,,ROT,Ratanak Kiri,Ratanak Kiri,Post office,In effect,ROTS001 | Labansiek | Labansiek | ROT | Ratanak Kiri | Ratanak Kiri
ROTS002,La Minh,La Minh,,ROT,Ratanak Kiri,Ratanak Kiri,Post office,In effect,ROTS002 | La Minh | La Minh | ROT | Ratanak Kiri | Ratanak Kiri
ROTS003,Boeng Kansaeng,Boeng Kansaeng,,ROT,Ratanak Kiri,Ratanak Kiri,Post office,In effect,ROTS003 | Boeng Kansaeng | Boeng Kansaeng | ROT | Ratanak Kiri | Ratanak Kiri
SIEA001,Svay Leu,Svay Leu,0979053555,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA001 | Svay Leu | Svay Leu | 0979053555 | SIE | Siem Reap | Siem Reap
SIEA002,Puok 01,Puok 01,0975481444,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA002 | Puok 01 | Puok 01 | 0975481444 | SIE | Siem Reap | Siem Reap
SIEA003,Dam Daek,Dam Daek,066865653,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA003 | Dam Daek | Dam Daek | 066865653 | SIE | Siem Reap | Siem Reap
SIEA005,Srangae,Srangae,,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA005 | Srangae | Srangae | SIE | Siem Reap | Siem Reap
SIEA006,Kralanh,Kralanh,0975464445,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA006 | Kralanh | Kralanh | 0975464445 | SIE | Siem Reap | Siem Reap
SIEA007,Srae Nouy,Srae Nouy,,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA007 | Srae Nouy | Srae Nouy | SIE | Siem Reap | Siem Reap
SIEA008,Kampong Kdei,Kampong Kdei,,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA008 | Kampong Kdei | Kampong Kdei | SIE | Siem Reap | Siem Reap
SIEA009,Samraong,Samraong,0718448884,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA009 | Samraong | Samraong | 0718448884 | SIE | Siem Reap | Siem Reap
SIEA010,Kantreang,Kantreang,0886526700,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA010 | Kantreang | Kantreang | 0886526700 | SIE | Siem Reap | Siem Reap
SIEA011,Sala Kamraeuk,Sala Kamraeuk,067557686,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA011 | Sala Kamraeuk | Sala Kamraeuk | 067557686 | SIE | Siem Reap | Siem Reap
SIEA012,Ballang,Ballang,0974693524,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA012 | Ballang | Ballang | 0974693524 | SIE | Siem Reap | Siem Reap
SIEA014,Chrouy Neang Nguon,Chrouy Neang Nguon,0884818395,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA014 | Chrouy Neang Nguon | Chrouy Neang Nguon | 0884818395 | SIE | Siem Reap | Siem Reap
SIEA016,Siem Reab,Siem Reab,,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA016 | Siem Reab | Siem Reab | SIE | Siem Reap | Siem Reap
SIEA017,Kouk Chak,Kouk Chak,066728622,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA017 | Kouk Chak | Kouk Chak | 066728622 | SIE | Siem Reap | Siem Reap
SIEA022,Puok 02,Puok 02,0712668626,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA022 | Puok 02 | Puok 02 | 0712668626 | SIE | Siem Reap | Siem Reap
SIEA030,Char Chhuk,Char Chhuk,0974577522,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA030 | Char Chhuk | Char Chhuk | 0974577522 | SIE | Siem Reap | Siem Reap
SIEA031,Khnar Sanday,Khnar Sanday,090811187,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA031 | Khnar Sanday | Khnar Sanday | 090811187 | SIE | Siem Reap | Siem Reap
SIEA033,Svay Sa,Svay Sa,,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA033 | Svay Sa | Svay Sa | SIE | Siem Reap | Siem Reap
SIEA034,Anlung Samnar,Anlung Samnar,0977666622,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA034 | Anlung Samnar | Anlung Samnar | 0977666622 | SIE | Siem Reap | Siem Reap
SIEA035,Sla Kram,Sla Kram,0713333717,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA035 | Sla Kram | Sla Kram | 0713333717 | SIE | Siem Reap | Siem Reap
SIEA036,Kaev Poar,Kaev Poar,,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA036 | Kaev Poar | Kaev Poar | SIE | Siem Reap | Siem Reap
SIEA037,Ruessei Lok,Ruessei Lok,,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA037 | Ruessei Lok | Ruessei Lok | SIE | Siem Reap | Siem Reap
SIEA038,Peak Snaeng,Peak Snaeng,066728622,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA038 | Peak Snaeng | Peak Snaeng | 066728622 | SIE | Siem Reap | Siem Reap
SIEA039,Kandaek,Kandaek,,SIE,Siem Reap,Siem Reap,Authorized Dealer/ Authorized Agent,In effect,SIEA039 | Kandaek | Kandaek | SIE | Siem Reap | Siem Reap
SIEP001,Siem Reab,Siem Reab,0976241999,SIE,Siem Reap,Siem Reap,Post office,In effect,SIEP001 | Siem Reab | Siem Reab | 0976241999 | SIE | Siem Reap | Siem Reap
SIES001,Kouk Chak,Kouk Chak,,SIE,Siem Reap,Siem Reap,Post office,In effect,SIES001 | Kouk Chak | Kouk Chak | SIE | Siem Reap | Siem Reap
SIES002,Siem Reab,Siem Reab,,SIE,Siem Reap,Siem Reap,Post office,In effect,SIES002 | Siem Reab | Siem Reab | SIE | Siem Reap | Siem Reap
SIES003,Dam Daek,Dam Daek,,SIE,Siem Reap,Siem Reap,Post office,In effect,SIES003 | Dam Daek | Dam Daek | SIE | Siem Reap | Siem Reap
SIHA001,Tumnob Rolok,Tumnob Rolok,,SIH,Sihanoukville,Sihanoukville,Authorized Dealer/ Authorized Agent,In effect,SIHA001 | Tumnob Rolok | Tumnob Rolok | SIH | Sihanoukville | Sihanoukville
SIHA002,Boeng Ta Prum,Boeng Ta Prum,,SIH,Sihanoukville,Sihanoukville,Authorized Dealer/ Authorized Agent,In effect,SIHA002 | Boeng Ta Prum | Boeng Ta Prum | SIH | Sihanoukville | Sihanoukville
SIHA003,Ou Oknha Heng,Ou Oknha Heng,,SIH,Sihanoukville,Sihanoukville,Authorized Dealer/ Authorized Agent,In effect,SIHA003 | Ou Oknha Heng | Ou Oknha Heng | SIH | Sihanoukville | Sihanoukville
SIHA004,Prey Nob,Prey Nob,0882218111,SIH,Sihanoukville,Sihanoukville,Authorized Dealer/ Authorized Agent,In effect,SIHA004 | Prey Nob | Prey Nob | 0882218111 | SIH | Sihanoukville | Sihanoukville
SIHA005,Andoung Thma,Andoung Thma,,SIH,Sihanoukville,Sihanoukville,Authorized Dealer/ Authorized Agent,In effect,SIHA005 | Andoung Thma | Andoung Thma | SIH | Sihanoukville | Sihanoukville
SIHA006,Cheung Kou,Cheung Kou,,SIH,Sihanoukville,Sihanoukville,Authorized Dealer/ Authorized Agent,In effect,SIHA006 | Cheung Kou | Cheung Kou | SIH | Sihanoukville | Sihanoukville
SIHA007,Lekh Muoy 01,Lekh Muoy 01,0886566000,SIH,Sihanoukville,Sihanoukville,Authorized Dealer/ Authorized Agent,In effect,SIHA007 | Lekh Muoy 01 | Lekh Muoy 01 | 0886566000 | SIH | Sihanoukville | Sihanoukville
SIHA008,Lekh Muoy 02,Lekh Muoy 02,0314000700,SIH,Sihanoukville,Sihanoukville,Authorized Dealer/ Authorized Agent,In effect,SIHA008 | Lekh Muoy 02 | Lekh Muoy 02 | 0314000700 | SIH | Sihanoukville | Sihanoukville
SIHA009,Stueng Chhay,Stueng Chhay,0716668661,SIH,Sihanoukville,Sihanoukville,Authorized Dealer/ Authorized Agent,In effect,SIHA009 | Stueng Chhay | Stueng Chhay | 0716668661 | SIH | Sihanoukville | Sihanoukville
SIHP001,Preah Sihanouk,Preah Sihanouk,0972158568,SIH,Sihanoukville,Sihanoukville,Post office,In effect,SIHP001 | Preah Sihanouk | Preah Sihanouk | 0972158568 | SIH | Sihanoukville | Sihanoukville
SIHS001,Lekh Buon,Lekh Buon,,SIH,Sihanoukville,Sihanoukville,Post office,In effect,SIHS001 | Lekh Buon | Lekh Buon | SIH | Sihanoukville | Sihanoukville
SIHS002,Veal Renh,Veal Renh,,SIH,Sihanoukville,Sihanoukville,Post office,In effect,SIHS002 | Veal Renh | Veal Renh | SIH | Sihanoukville | Sihanoukville
SPEA001,Preah Khae,Preah Khae,0977626085,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA001 | Preah Khae | Preah Khae | 0977626085 | SPE | Kampong Speu | Kampong Speu
SPEA002,Svay Rumpear,Svay Rumpear,060317111,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA002 | Svay Rumpear | Svay Rumpear | 060317111 | SPE | Kampong Speu | Kampong Speu
SPEA003,Krang Chek,Krang Chek,0975188198,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA003 | Krang Chek | Krang Chek | 0975188198 | SPE | Kampong Speu | Kampong Speu
SPEA004,Roka Kaoh 01,Roka Kaoh 01,0976433308,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA004 | Roka Kaoh 01 | Roka Kaoh 01 | 0976433308 | SPE | Kampong Speu | Kampong Speu
SPEA005,Sambour,Sambour,0884207700,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA005 | Sambour | Sambour | 0884207700 | SPE | Kampong Speu | Kampong Speu
SPEA007,Samrong Tong,Samrong Tong,0314214242,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA007 | Samrong Tong | Samrong Tong | 0314214242 | SPE | Kampong Speu | Kampong Speu
SPEA008,Pou Chamraeun,Pou Chamraeun,0712929111,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA008 | Pou Chamraeun | Pou Chamraeun | 0712929111 | SPE | Kampong Speu | Kampong Speu
SPEA009,Traeng Trayueng,Traeng Trayueng,067735151,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA009 | Traeng Trayueng | Traeng Trayueng | 067735151 | SPE | Kampong Speu | Kampong Speu
SPEA010,Pneay,Pneay,0977773588,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA010 | Pneay | Pneay | 0977773588 | SPE | Kampong Speu | Kampong Speu
